,tweet,bias
13519,Incredible to be with our GREAT HEROES today in California. We will always be with you!pic.twitter.com/B1MCTF83Zf,1
11177,"Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Minutes. The questions were biased and slanted, the facts incorrect. Hope Oprah runs so she can be exposed and defeated just like all of the others!",1
6066,""" @ Veteran4Trump: Vets For A Strong America Endorses Donald Trump for president; ""We've Endorsed Him, We Believe In Him"" # Trump2016",1
11122,"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.",1
2171,"If Joe Biden was president, there would be no empty chair at the G-7. #ClimateTownHall",0
12335,"Lou Barletta was one of my first supporters. He is tough on Crime and Borders. Will be a great Senator from Pennsylvania. His opponent is WEAK on Crime, ICE and Borders. We need Lou!https://twitter.com/mike_pence/status/1021517536951758854 …",1
7289,"Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT",1
6358,"Join me in Indianapolis, Indiana tomorrow at 3pm! # Trump2016 # MakeAmericaGreatAgain Tickets: https://www.donaldjtrump.com/schedule/register/indianapolis-in/ …pic.twitter.com/JBNYtk3FyE",1
15043,"....The process has begun to place additional Tariffs at 25% on the remaining 325 Billion Dollars. The U.S. only sells China approximately 100 Billion Dollars of goods & products, a very big imbalance. With the over 100 Billion Dollars in Tariffs that we take in, we will buy.....",1
9447,Join me live at the @ WhiteHouse. http://45.wh.gov/hFPD8j pic.twitter.com/sjb5VHLHYH,1
14753,"Another Fake Story on @ NBCNews that I offered Pardons to Homeland Securiy personnel in case they broke the law regarding illegal immigration and sanctuary cities. Of course this is not true. Mainstream Media is corrupt and getting worse, if that is possible, every day!",1
16446,Great respect for the fact that President Xi & his Representatives want “calm resolution.” So impressed that they are willing to come out & state the facts so accurately. This is why he is a great leader & representing a great country. Talks are continuing!https://www.marketwatch.com/story/chinas-top-trade-official-says-he-hopes-for-calm-resolution-to-tariff-war-report-2019-08-25 …,1
1209,"Putin’s Russia invaded its neighbors, violated our sovereignty by undermining elections, and attacks dissidents abroad. Yet our President wants to reward him with a seat at the table while alienating our closest democratic allies. It makes no sense.",0
14818,"....big, fat, waste of time, energy and money - $30,000,000 to be exact. It is now finally time to turn the tables and bring justice to some very sick and dangerous people who have committed very serious crimes, perhaps even Spying or Treason. This should never happen again!",1
5929,"In 8 days, we’re going to take our democracy back.",0
11263,REST IN PEACE BILLY GRAHAM!pic.twitter.com/2qMoUccVC2,1
14000,"Best line in the Elizabeth Warren beer catastrophe is, to her husband, “Thank you for being here. I’m glad you’re here” It’s their house, he’s supposed to be there!",1
2629,"Today, I’m releasing my plan to strengthen worker organizing, collective bargaining, and unions.

To grow a stronger, more inclusive middle class — I'll make it easier for workers to unionize. It's time we start rewarding work, not wealth. Read my plan: https://t.co/c4MyVM48db. https://t.co/urgRVPu8pE",0
11542,So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book (that should never have been written). Is that really the way life in America is supposed to work? I don’t think so!,1
301,"On this date in 2009, Sonia Sotomayor was sworn in as the Supreme Court’s 111th justice: http://t.co/gPKSurNJ",0
3885,"The Senate passed a major economic relief package late last night. It's a very important step, but the key is how it will be executed. If I were President, here's how I'd make it work: https://t.co/RmcOh0rRPL",0
10263,"...Save your energy Rex, we'll do what has to be done!",1
11820,"The heroes who rest in these hallowed fields, in cemeteries, battlefields, and burial grounds near and far are drawn the full tapestry of American life. They came from every generation from towering cities and wind swept prairies, from privilege and from poverty...pic.twitter.com/aOw3QwN2SV",1
6702,""" @ RBacliff: Hillary wants to rip the guns out of America's hands. No guns = no protection. Get on # TrumpTrain & join @ NRA to stop her.""",1
6733,Thank you Washington! # Trump2016 # MakeAmericaGreatAgainpic.twitter.com/v9glTwj6gy,1
2338,"Today, I proudly stood alongside @UAW members on strike in Kansas City as they fight for a fair contract. Everything that defines a middle class life is because of unions fighting for worker protections. I stand with you, and America stands with you. https://t.co/5tejdcZXnJ",0
18278,. @ foxandfriends “My hope is that impeachment will never become this trivial again.” @ kilmeade Well said Brian!,1
3448,"America is full of possibilities. With Donald Trump out of the White House, we can:

- Solve the climate crisis
- Rebuild the middle class
- Make health care a right
- Ensure our government works for all — not just the powerful",0
2416,"Mr. President, you cannot extort foreign governments to help you win re-election. It’s an abuse of power. It violates your oath of office. And it jeopardizes our national security. I know you want to rig the primary and pick your opponent, but I’m not going anywhere. https://t.co/LZQ8W3fmU6",0
10487,"...""collusion,"" which doesn't exist. The Dems are using this terrible (and bad for our country) Witch Hunt for evil politics, but the R's...",1
16305,"Look at the tremendous overflow at packed arena in New Hampshire last night. Sorry we couldn’t get you in, will be back soon!pic.twitter.com/Rvd2TeJrpo",1
10644,"Big win today in the House for GOP Tax Cuts and Reform, 227-205. Zero Dems, they want to raise taxes much higher, but not for our military!",1
16122,"Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the Election. Go for it Republicans, there is always plenty of time to CUT!",1
12541,"Just landed at Fort Drum, New York. Looking forward to making a speech about our GREAT HEROES!",1
15415,"....We do not anticipate a problem with the vote but, if for any reason the approval is not forthcoming, Tariffs will be reinstated!",1
8564,'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.' http://bit.ly/2fIWEgpTeamTrump …pic.twitter.com/twIgAKJs3s,1
14245,Reviewing the funding bill with my team at the @ WhiteHouse!,1
16183,"Beto (phony name to indicate Hispanic heritage) O’Rourke, who is embarrassed by my last visit to the Great State of Texas, where I trounced him, and is now even more embarrassed by polling at 1% in the Democrat Primary, should respect the victims & law enforcement - & be quiet!",1
8396,'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' # DrainTheSwamphttp://dailycaller.com/2016/10/31/hillarys-two-official-favors-to-morocco-resulted-in-28-million-for-clinton-foundation/ …,1
16310,Thank you!https://twitter.com/TopDogB24/status/1162844956190552065 …,1
11332,Thank you for hosting! # MAGAhttps://twitter.com/foxnews/status/974016068787363840 …,1
1235,The team @LombardiCancer has just made a valuable database of brain cancer biomedical data freely available to researchers globally. We need efforts like this to advance progress against cancer. https://t.co/mdkF3nBIYi,0
18583,https://twitter.com/waysandmeansgop/status/1217508926872334336 …pic.twitter.com/1OIXKTv0hp,1
